Student ID,Age,Gender,Year,GPA,Brain Dominance,Time Spent on Video (min),Avg Video Score,Video Completion Rate (%),Time Spent on Audio (min),Avg Audio Score,Audio Completion Rate (%),Time Spent on Article (min),Avg Article Score,Article Completion Rate (%),Time Spent on Interactive (min),Avg Interactive Score,Interactive Completion Rate (%),Progress (%),Total Scroll Depth on Articles (%),Visual,Aural,Read/Write,Kinesthetic,Primary VARK
2754,25,M,3rd,3.91,Balanced,54,54,26,85,73,50,65,65,66,68,74,63,68,96,18.28,27.94,26.17,27.62,Aural
2755,23,M,2nd,2.65,Left,58,58,61,69,76,58,57,70,59,62,69,55,94,39,23.29,27.09,24.83,24.79,Aural
2756,23,F,3rd,2.65,Right,56,56,37,50,65,45,47,49,37,33,46,40,68,82,26.49,28.7,23.59,21.22,Aural
2757,21,F,4th,3.81,Balanced,81,70,44,53,62,34,42,58,31,57,46,35,86,38,31.57,24.53,21.73,22.17,Visual
2758,19,M,1st,3.26,Right,56,66,36,42,57,38,57,51,37,39,59,25,68,60,28.1,24.35,25.29,22.27,Visual
2759,22,F,4th,2.7,Balanced,50,73,62,63,73,49,44,63,44,48,52,40,56,84,27.99,27.99,22.99,21.03,Visual
2760,23,F,2nd,3.57,Left,57,76,75,45,61,59,34,64,46,63,81,56,79,47,28.77,22.85,20.39,27.99,Visual
2761,24,M,4th,3.79,Left,63,80,34,51,59,58,74,75,48,49,57,34,58,96,26.37,24.3,28.74,20.59,Read/Write
2762,25,F,1st,3.2,Right,53,66,46,54,51,68,51,70,58,61,58,52,50,90,24.3,24.69,26.29,24.73,Read/Write
2763,22,M,4th,2.81,Left,60,68,56,55,50,32,42,48,46,33,54,46,67,89,31.16,23.17,22.91,22.76,Visual
2764,20,M,1st,2.17,Left,61,68,39,50,58,50,63,77,34,44,44,51,70,55,26.43,24.58,27.68,21.3,Read/Write
2765,25,F,4th,2.31,Left,65,70,53,60,66,31,66,68,56,41,47,39,79,56,28.34,24.01,28.52,19.13,Read/Write
2766,24,M,1st,3.08,Balanced,53,48,24,68,81,63,52,64,57,42,72,64,80,75,18.16,30.79,25.03,26.02,Aural
2767,21,M,4th,3.53,Left,56,49,29,46,70,54,55,78,57,51,49,38,90,71,21.06,27.08,30.25,21.62,Read/Write
2768,20,F,4th,3.79,Balanced,43,51,43,68,77,47,49,46,30,57,56,39,54,95,22.56,31.88,20.56,25,Aural
2769,25,M,3rd,3.17,Balanced,70,58,48,53,59,56,43,66,59,65,64,58,90,37,25,24.02,24.32,26.66,Visual
2770,25,M,4th,3.36,Balanced,44,64,34,46,59,51,51,61,44,69,75,75,59,40,21.51,23.13,23.22,32.13,Kinesthetic
2771,19,M,2nd,2.78,Left,63,79,64,39,47,29,59,66,52,42,65,37,83,38,31.93,17.96,27.35,22.77,Visual
2772,18,M,1st,2.51,Balanced,70,71,53,59,70,48,49,59,63,48,51,37,76,83,28.58,26.3,25.03,20.09,Visual
2773,23,M,4th,2.01,Left,42,49,25,80,65,55,54,65,39,52,63,47,57,97,18.47,30.93,25.07,25.53,Aural
2774,21,F,4th,3.65,Right,47,72,56,68,63,55,50,48,34,36,46,37,76,99,28.91,30.07,21.5,19.52,Visual
2775,21,F,2nd,2.47,Right,57,72,43,58,48,55,53,51,29,56,72,46,82,55,27.18,24.55,20.8,27.46,Kinesthetic
2776,25,M,2nd,2.34,Right,53,57,43,69,52,33,62,67,42,51,48,25,80,60,25.42,25.32,28.57,20.69,Read/Write
2777,23,M,4th,3.38,Left,41,57,29,43,44,36,47,63,41,77,60,64,51,54,21.58,20.34,25.42,32.66,Kinesthetic
2778,20,M,1st,2.75,Balanced,58,68,44,73,66,60,50,53,24,68,69,57,58,68,24.85,28.5,18.66,27.99,Aural
2779,18,F,1st,2.9,Left,65,73,58,59,48,34,45,71,51,55,49,46,76,97,30,21.38,25.96,22.65,Visual
2780,25,M,3rd,2.85,Right,56,54,55,38,64,33,53,61,51,49,48,30,95,70,27.41,23.41,27.76,21.42,Read/Write
2781,19,M,2nd,3.61,Right,55,66,44,57,75,67,70,64,38,52,64,39,82,93,23.95,28.69,24.77,22.59,Aural
2782,22,F,2nd,2.97,Right,83,74,61,53,82,41,55,81,52,31,52,45,100,59,30.1,25.22,26.66,18.02,Visual
2783,18,M,3rd,3.82,Right,46,56,38,55,67,49,46,68,68,58,62,57,89,98,21.03,25.63,27.13,26.2,Read/Write
2784,21,F,3rd,3.13,Balanced,48,46,39,68,66,37,35,73,65,51,67,52,68,57,20.29,26.4,26.99,26.31,Read/Write
2785,25,F,2nd,2.59,Balanced,54,78,57,54,71,40,56,82,49,62,69,38,57,76,26.54,23.29,26.46,23.7,Visual
2786,20,F,2nd,3.34,Right,59,51,39,81,73,55,64,78,33,72,59,31,74,97,21.23,29.84,25.7,23.23,Aural
2787,21,M,3rd,2.71,Balanced,67,75,58,67,73,47,52,53,47,52,71,59,73,43,27.72,26.04,20.9,25.34,Visual
2788,22,M,4th,2.36,Balanced,35,46,41,41,44,29,33,54,37,49,67,51,69,98,22.99,21.54,23.77,31.7,Kinesthetic
2789,25,F,4th,3.71,Left,58,77,32,57,74,65,46,51,40,56,65,46,65,99,25.49,29.19,20.37,24.96,Visual
2790,24,M,3rd,2.92,Right,41,60,45,59,52,59,61,68,71,53,47,42,67,52,22.63,25.53,30.35,21.49,Read/Write
2791,25,M,3rd,3.6,Left,64,73,45,23,48,69,47,65,54,64,63,67,67,70,26.97,20.39,24.53,28.1,Kinesthetic
2792,19,M,2nd,3.98,Left,47,54,58,42,62,46,60,80,68,54,60,68,51,100,22.57,21.76,29.92,25.75,Read/Write
2793,21,F,2nd,2.79,Left,47,62,35,71,78,35,46,59,37,63,60,52,59,47,22.52,28.71,22.11,26.66,Aural
2794,25,F,3rd,3,Balanced,49,48,35,65,63,51,40,75,53,61,68,50,58,97,19.93,26.93,25.99,27.15,Kinesthetic
2795,18,F,2nd,2.15,Right,60,72,72,54,62,52,58,56,34,64,81,43,52,49,28.56,23.63,20.88,26.93,Visual
2796,21,F,4th,3.89,Balanced,39,53,47,63,65,53,73,79,44,56,55,33,62,60,21.06,27.24,29.88,21.82,Read/Write
2797,20,M,3rd,2.16,Left,71,74,60,57,58,36,92,90,61,63,69,66,55,88,25.69,19.05,30.54,24.72,Read/Write
2798,20,F,2nd,3.19,Left,50,56,60,69,67,46,72,58,58,59,56,51,51,51,23.64,26.16,26.55,23.64,Read/Write
2799,18,M,2nd,2.54,Balanced,75,71,61,64,87,52,57,71,52,49,51,51,70,71,27.65,27.81,24.41,20.14,Aural
2800,25,F,2nd,2.18,Left,34,46,43,61,72,56,49,64,62,67,71,55,70,95,18.1,27.87,25.69,28.35,Kinesthetic
2801,25,M,1st,3.02,Right,51,66,61,48,53,42,41,63,39,27,47,47,99,96,30.24,24.29,24.8,20.67,Visual
2802,18,M,1st,2.43,Balanced,36,57,52,54,67,57,71,56,51,62,47,34,60,93,22.79,27.84,27.33,22.05,Aural
2803,21,M,1st,2.12,Right,65,83,48,57,71,53,79,51,47,56,71,80,97,62,26.22,23.99,22.74,27.04,Kinesthetic
2804,25,M,2nd,2.82,Right,59,81,86,48,48,46,66,49,34,57,68,40,84,72,33.12,20.68,21.64,24.56,Visual
2805,24,F,1st,2.03,Right,73,59,54,39,47,33,60,73,56,65,62,61,67,47,26.98,17.67,27.98,27.37,Read/Write
2806,19,M,2nd,3.3,Right,67,59,48,72,73,48,63,68,45,77,83,56,72,76,22.7,25.47,23.28,28.55,Kinesthetic
2807,22,F,3rd,2.59,Balanced,90,84,73,39,53,65,81,65,54,46,58,67,89,57,31.91,20.27,25.73,22.09,Visual
2808,25,F,1st,3.39,Right,65,60,56,61,60,60,59,69,50,78,76,55,66,36,24,24,24,27.99,Kinesthetic
2809,19,M,1st,2.7,Balanced,57,50,43,48,65,30,29,62,48,47,67,42,73,74,24.9,24.6,23.85,26.64,Kinesthetic
2810,20,M,2nd,3.03,Right,44,56,46,65,63,49,72,69,65,65,80,66,83,81,19.86,23.87,27.61,28.66,Kinesthetic
2811,24,M,1st,3.61,Left,24,51,39,60,61,36,64,63,44,39,54,26,88,65,20.55,27.82,30.13,21.5,Visual
2812,21,M,2nd,3.56,Left,66,43,45,33,50,57,48,67,59,70,63,53,57,66,23.11,21.51,26.96,28.42,Kinesthetic
2813,19,M,3rd,2.49,Balanced,52,53,47,55,65,39,34,48,52,60,80,70,71,83,23.02,24.51,20.35,32.11,Kinesthetic
2814,20,M,1st,2.35,Right,58,66,43,39,55,38,33,67,54,41,52,14,90,84,29.53,23.49,27.55,19.43,Visual
2815,20,F,2nd,3.81,Balanced,41,47,39,45,49,60,53,67,48,60,59,43,52,93,20.83,24.87,27.79,26.52,Read/Write
2816,20,M,2nd,2.21,Balanced,64,74,57,63,73,53,56,61,32,56,56,35,73,70,28.6,27.78,22.05,21.57,Visual
2817,23,F,1st,2.44,Right,73,69,49,50,80,52,46,77,41,56,75,68,63,59,25.59,24.95,22.68,26.78,Kinesthetic
2818,24,M,4th,3.12,Right,65,70,46,56,66,56,59,60,51,72,80,57,51,59,24.62,24.1,22.89,28.39,Visual
2819,23,F,3rd,2.65,Left,62,73,60,91,59,65,64,67,70,42,71,56,77,85,25.21,26.97,25.67,22.15,Aural
2820,18,M,2nd,3.4,Right,46,55,46,74,75,49,51,65,35,66,70,53,70,31,21.38,28.84,22.33,27.46,Aural
2821,22,M,1st,3.04,Balanced,49,56,35,82,71,46,64,78,70,44,64,38,60,61,20.17,28.31,30.25,21.27,Read/Write
2822,24,F,2nd,2.33,Right,49,67,66,65,58,56,46,78,64,59,54,51,67,40,25.58,24.83,26.79,22.79,Read/Write
2823,25,M,3rd,2.68,Right,43,65,45,51,60,52,59,78,71,86,76,54,81,69,20.97,21.97,28.09,28.97,Kinesthetic
2824,25,F,1st,3.94,Balanced,51,68,51,76,64,54,39,69,54,59,63,59,82,67,24.23,27.09,23.27,25.41,Aural
2825,22,F,2nd,3.61,Balanced,71,61,47,57,55,41,86,84,59,53,55,27,53,91,25.52,21.94,32.91,19.63,Read/Write
2826,21,F,4th,3.51,Balanced,40,51,43,62,60,40,57,67,62,65,80,59,64,30,19.56,23.58,26.99,29.88,Kinesthetic
2827,21,F,3rd,2.23,Left,55,54,53,52,58,38,54,51,46,40,52,58,78,60,26.37,24.51,24.61,24.51,Visual
2828,21,M,2nd,2.46,Left,57,55,43,36,58,21,41,48,36,55,56,20,88,35,28.97,22.45,23.57,25.01,Visual
2829,22,F,4th,2.48,Right,61,60,53,55,69,47,71,72,55,53,54,46,65,62,24.84,24.84,28.43,21.9,Read/Write
2830,20,F,3rd,3.49,Right,61,54,43,59,61,50,71,84,56,55,65,42,71,72,22.31,24.12,30.29,23.28,Read/Write
2831,20,F,1st,3.25,Left,61,53,35,87,81,60,59,62,45,29,74,62,66,79,20.89,31.95,23.39,23.77,Aural
2832,22,F,2nd,2.25,Right,60,72,58,77,81,75,53,61,56,71,70,51,85,84,24.33,29.56,21.64,24.48,Aural
2833,22,F,2nd,3.25,Balanced,51,62,25,45,54,34,60,77,52,50,67,33,57,40,22.78,21.67,30.81,24.74,Read/Write
2834,23,M,1st,3.69,Balanced,40,54,31,83,70,51,72,81,67,70,73,53,84,73,17.07,27.14,29.49,26.3,Read/Write
2835,18,M,2nd,3.64,Right,76,62,44,62,62,54,40,54,28,57,78,67,92,91,26.34,25.82,18.2,29.64,Kinesthetic
2836,19,M,1st,2.19,Balanced,63,82,63,38,46,35,21,51,41,62,74,68,71,35,32.31,18.44,17.85,31.4,Visual
2837,18,F,1st,2.84,Left,66,72,62,46,57,57,64,64,43,56,67,50,70,54,28.33,22.64,24.33,24.7,Visual
2838,23,M,4th,2.55,Balanced,60,77,62,50,43,37,63,69,56,67,75,46,67,45,28.33,18.2,26.61,26.86,Visual
2839,23,M,2nd,3.69,Left,64,58,53,38,48,44,88,81,64,49,60,51,65,34,24.9,18.71,33.32,23.07,Read/Write
2840,19,F,2nd,3.33,Left,51,56,37,64,78,55,79,84,48,44,70,40,59,64,20.28,27.81,29.8,22.11,Read/Write
2841,18,M,2nd,3.49,Left,65,77,43,64,69,56,71,67,50,39,58,48,86,87,26.42,26.59,26.38,20.61,Visual
2842,25,M,2nd,2.95,Left,45,44,43,46,70,34,62,55,60,62,70,48,56,58,20.41,24.12,27.18,28.29,Kinesthetic
2843,18,F,3rd,2.63,Left,49,60,45,51,55,53,47,55,43,40,52,41,60,69,26.17,26.67,24.56,22.61,Aural
2844,21,F,2nd,2.39,Balanced,80,76,67,52,47,33,79,70,65,40,54,26,61,75,32.2,19.14,30.77,17.89,Visual
2845,25,F,2nd,3.27,Balanced,68,84,51,56,67,36,51,78,63,46,82,59,82,90,27.35,21.47,25.81,25.37,Visual
2846,23,F,1st,2.15,Balanced,62,55,34,62,86,55,35,63,48,62,78,46,71,87,21.71,29.7,21.41,27.18,Aural
2847,22,M,2nd,3.72,Balanced,70,63,62,43,71,71,44,60,41,56,65,51,91,63,27.57,26.64,21.06,24.72,Visual
2848,18,F,2nd,2.72,Balanced,63,61,50,36,41,49,56,75,50,72,67,44,59,55,26.07,18.74,27.64,27.55,Read/Write
2849,25,F,1st,2.28,Right,61,72,58,68,80,61,41,38,39,50,62,56,79,58,27.92,30.61,16.97,24.5,Aural
2850,18,F,1st,2.09,Left,34,46,42,70,69,51,52,58,47,62,71,53,64,86,18.65,28.93,23.95,28.47,Aural
2851,24,F,1st,3.81,Balanced,37,55,51,54,57,45,52,67,56,52,67,43,59,96,22.47,24.37,27.48,25.67,Read/Write
2852,24,M,4th,3.39,Balanced,68,59,42,48,55,36,47,59,25,60,59,62,70,61,27.06,22.56,21.61,28.78,Kinesthetic
2853,23,F,4th,2.04,Left,56,67,49,45,58,42,57,69,54,74,64,62,82,51,24.82,20.99,25.93,28.27,Kinesthetic
2854,19,M,1st,2.2,Balanced,54,53,27,48,64,46,78,79,48,58,52,48,75,95,20.56,24.31,31.36,23.77,Read/Write
2855,25,F,4th,3.7,Left,47,59,33,48,73,66,48,64,30,51,62,44,88,77,22.32,29.72,22.97,24.99,Aural
2856,20,M,3rd,2.1,Right,33,57,42,63,66,65,32,54,41,86,57,50,50,75,20.86,29.83,20.03,29.28,Aural
2857,18,M,1st,3.58,Right,57,60,54,67,69,52,59,76,45,73,69,72,67,96,22.62,24.99,24.32,28.07,Kinesthetic
2858,21,M,3rd,3.62,Left,25,39,55,60,45,31,46,46,41,40,47,47,88,83,22.72,25.99,25.53,25.76,Visual
2859,20,F,2nd,3.2,Right,61,72,55,47,59,52,41,52,34,62,70,48,67,59,28.75,24.1,19.58,27.58,Visual
2860,23,M,2nd,3.26,Balanced,48,55,37,46,61,46,48,45,46,60,66,49,89,32,23.19,25.39,22.56,28.86,Kinesthetic
2861,23,M,3rd,3.51,Right,54,58,41,57,67,57,74,70,58,41,62,41,96,43,22.51,26.56,29.43,21.51,Read/Write
2862,22,M,4th,3.8,Right,67,70,48,54,72,60,67,87,32,74,73,68,69,55,23.87,24.06,24.64,27.43,Kinesthetic
2863,19,F,1st,3.93,Balanced,48,70,65,45,62,40,60,52,26,57,54,22,70,84,30.33,24.64,22.83,22.2,Visual
2864,18,M,2nd,3.83,Left,57,58,36,61,67,65,53,54,38,62,74,55,75,72,22.29,28.17,21.33,28.22,Kinesthetic
2865,23,M,3rd,3.37,Balanced,69,79,54,37,61,54,44,52,40,48,60,65,78,61,30.57,23.07,20.53,25.84,Visual
2866,24,M,1st,2.62,Balanced,63,72,42,41,66,57,40,59,43,39,47,52,93,87,28.62,26.48,23.02,21.88,Visual
2867,22,M,4th,2.26,Left,47,51,51,41,61,56,56,67,55,53,50,40,70,53,23.57,25.32,28.44,22.67,Read/Write
2868,19,M,1st,3.11,Balanced,34,74,49,64,70,72,54,78,45,35,45,31,56,42,24.55,30.99,27.43,17.03,Aural
2869,19,F,3rd,3.7,Right,40,50,32,67,78,58,49,61,34,51,51,35,60,70,20.21,33.38,23.96,22.45,Aural
2870,22,M,3rd,3.29,Left,45,58,45,52,72,69,40,65,39,52,46,43,86,40,23.69,30.72,23.45,22.13,Aural
2871,18,F,1st,2.97,Right,71,65,50,34,48,48,46,63,48,72,77,57,84,92,27.21,19.13,23.32,30.35,Kinesthetic
2872,23,M,4th,3.07,Balanced,26,42,27,59,60,50,75,64,46,54,59,40,63,87,16.1,27.92,30.48,25.5,Read/Write
2873,25,M,1st,3.76,Right,72,79,60,61,53,19,61,72,46,56,73,58,75,42,29.58,18.78,25.3,26.34,Visual
2874,20,F,1st,2.98,Balanced,52,49,30,33,67,54,71,73,51,50,73,38,60,43,20.23,24.21,30.11,25.45,Read/Write
2875,21,F,1st,3.55,Left,43,59,33,63,78,49,56,72,50,57,68,53,57,53,20,27.93,26.12,25.95,Aural
2876,18,F,3rd,3.11,Balanced,53,53,32,68,43,32,62,68,58,75,43,20,92,77,23.03,23.27,31.16,22.53,Read/Write
2877,18,F,4th,3.26,Right,38,70,62,68,75,50,66,74,54,42,50,35,65,40,24.99,28.18,28.26,18.57,Visual
2878,24,M,2nd,3.21,Balanced,63,78,60,72,65,45,60,71,45,45,72,34,58,66,28.19,25.29,24.79,21.73,Visual
2879,23,M,1st,2.39,Balanced,55,74,62,56,66,34,70,66,41,52,72,54,98,31,27.14,22.4,25.04,25.42,Visual
2880,21,F,4th,2.93,Left,64,74,54,51,60,42,56,58,42,54,78,45,57,46,28.21,22.53,22.83,26.43,Visual
2881,20,F,3rd,2.86,Balanced,44,54,42,50,55,24,55,66,45,43,57,52,90,47,23.78,22.18,28.3,25.74,Read/Write
2882,19,F,4th,2.47,Right,45,66,61,39,55,51,76,75,53,72,77,49,69,53,23.95,20.16,28.27,27.61,Read/Write
2883,23,M,2nd,2.52,Right,46,57,42,68,89,52,45,62,52,89,63,65,100,47,19.99,29.09,21.9,29.01,Aural
2884,23,F,4th,2.4,Left,62,79,70,71,68,74,63,81,72,56,73,61,93,80,25.51,25.33,26.12,23.04,Read/Write
2885,19,M,3rd,3.46,Left,48,48,42,68,72,65,53,51,31,77,79,68,78,71,19.61,29.16,19.35,31.88,Kinesthetic
2886,20,M,3rd,2.65,Right,68,72,68,66,70,57,75,75,63,62,65,42,72,35,26.45,24.67,27.14,21.74,Read/Write
2887,20,F,2nd,3.39,Left,52,61,46,55,57,40,49,47,43,68,76,46,52,90,24.9,23.74,21.47,29.89,Kinesthetic
2888,20,F,1st,3.15,Left,38,61,39,63,67,57,53,51,34,62,61,51,83,93,22.08,29.2,21.62,27.1,Aural
2889,24,F,1st,2.41,Right,55,54,38,43,58,34,43,55,47,56,62,42,69,51,24.87,23.27,24.62,27.24,Kinesthetic
2890,21,M,1st,2.43,Balanced,45,52,33,36,55,23,57,81,71,46,61,50,70,81,21.26,19.1,34.05,25.59,Read/Write
2891,18,M,4th,2.38,Left,69,58,26,42,69,49,40,47,38,53,54,46,74,76,25.84,27.44,21.09,25.64,Aural
2892,21,F,3rd,3.82,Balanced,47,55,32,34,53,46,53,65,60,52,50,47,54,39,22.79,22.54,29.88,24.79,Read/Write
2893,21,M,1st,3.26,Right,58,68,65,41,58,54,59,60,45,47,51,54,96,38,28.91,23.32,24.9,22.87,Visual
2894,25,F,1st,3.63,Right,72,73,49,71,78,75,62,90,53,54,63,61,80,51,24.2,27.71,26.04,22.05,Aural
2895,21,M,3rd,2.77,Balanced,59,60,48,61,68,43,59,60,59,48,62,34,51,83,25.12,26.15,26.6,22.12,Read/Write
2896,21,F,3rd,3.07,Balanced,47,61,52,36,43,28,68,83,68,45,53,42,63,75,25.54,17.19,34.94,22.33,Read/Write
2897,25,F,1st,2.65,Left,46,68,38,50,71,58,70,72,76,46,71,36,74,82,21.94,25.46,30.4,22.19,Read/Write
2898,23,M,2nd,3.4,Left,49,72,47,81,75,71,49,56,35,34,48,41,57,58,25.89,33.98,21.39,18.74,Aural
2899,19,M,2nd,2.89,Left,69,86,59,50,65,38,59,59,41,30,44,40,75,66,33.49,24.1,24.66,17.76,Visual
2900,24,F,1st,2.28,Balanced,55,65,62,69,68,44,49,51,49,56,64,49,87,76,26.67,26.67,21.74,24.92,Visual
2901,22,F,1st,3.1,Right,45,65,51,57,67,52,50,80,53,66,80,62,88,33,22.13,24.03,25.4,28.43,Visual
2902,21,M,4th,3.71,Right,43,46,44,55,46,34,55,52,38,76,69,33,50,44,22.41,22.71,24.52,30.36,Kinesthetic
2903,19,M,3rd,3.32,Balanced,46,63,36,51,49,35,41,41,27,47,49,53,79,87,27.42,25,20.26,27.31,Visual
2904,20,F,1st,2.73,Balanced,74,74,41,55,65,44,55,52,41,88,65,54,81,34,26.93,23.4,20.84,28.82,Kinesthetic
2905,21,M,3rd,2.93,Left,59,56,51,43,54,63,23,48,41,38,53,11,53,77,30.26,29.16,20.97,19.61,Visual
2906,24,F,3rd,3.61,Left,51,78,21,64,67,47,61,72,51,21,49,36,84,78,24.91,28.35,29.43,17.31,Read/Write
2907,21,F,2nd,2.15,Right,55,62,60,61,56,47,43,62,48,29,52,35,69,40,28.76,26.58,25.27,19.4,Visual
2908,22,M,3rd,2.85,Left,42,66,52,39,70,61,59,71,42,69,81,60,56,60,22.52,23.93,24.22,29.33,Kinesthetic
2909,22,F,4th,3.03,Left,79,85,56,43,55,37,42,48,26,62,72,61,64,32,32.99,20.37,17.54,29.1,Visual
2910,19,F,3rd,2.54,Balanced,27,53,23,60,71,76,54,50,59,45,53,40,72,92,17.57,33.59,26.17,22.67,Aural
2911,20,M,4th,3.02,Left,53,52,40,61,70,43,45,52,30,58,65,45,68,93,23.4,28.45,20.81,27.34,Aural
2912,20,M,1st,2.01,Right,70,68,56,70,87,49,38,54,50,45,70,37,60,82,27.53,29.86,20.33,22.28,Aural
2913,24,M,1st,2.41,Left,47,62,46,30,54,12,61,68,56,74,71,59,81,94,24.23,15.72,28.64,31.4,Kinesthetic
2914,24,F,2nd,3.47,Balanced,23,49,47,45,58,60,64,78,63,59,53,32,96,33,19.05,25.67,32.52,22.76,Read/Write
2915,25,M,1st,2.49,Right,59,68,65,25,65,43,65,75,52,70,77,38,100,69,26.93,19.41,27.23,26.43,Read/Write
2916,22,M,1st,3.47,Balanced,49,66,49,59,62,45,74,73,57,65,78,55,64,93,22.55,22.63,27.68,27.15,Read/Write
2917,24,M,2nd,2.67,Left,27,58,47,61,58,39,71,73,44,50,67,54,55,89,20.61,24.15,28.92,26.33,Read/Write
2918,24,F,1st,3.1,Right,35,55,60,28,51,52,57,58,46,71,86,72,89,77,22.32,19.62,23.91,34.16,Kinesthetic
2919,19,M,1st,3.89,Balanced,67,69,58,66,70,41,62,61,61,61,71,50,52,57,26.23,24.21,24.7,24.86,Visual
2920,25,M,4th,2.87,Balanced,76,80,57,74,74,60,44,45,29,39,71,59,58,34,30.03,29.16,16.67,24.14,Visual
2921,25,F,3rd,3.35,Balanced,59,61,69,64,59,56,65,54,20,54,61,43,94,75,28.16,26.73,21.12,23.99,Visual
2922,24,M,4th,3.44,Balanced,45,81,51,76,78,53,64,65,59,56,74,55,80,32,23.82,27.21,24.48,24.48,Aural
2923,23,M,4th,3.07,Left,54,62,38,50,74,72,68,76,49,53,63,49,51,37,21.84,27.59,27.3,23.26,Aural
2924,23,M,1st,3.35,Right,40,68,62,46,48,22,52,63,33,61,73,68,51,46,26.76,18.33,23.47,31.44,Kinesthetic
2925,22,F,4th,2.26,Balanced,51,49,24,46,63,55,79,70,25,52,84,68,76,38,18.6,24.51,26.15,30.74,Kinesthetic
2926,24,M,1st,3.48,Balanced,63,75,52,47,52,45,63,69,51,30,53,45,77,34,29.53,22.16,28.3,20.01,Visual
2927,24,M,4th,3.07,Right,47,82,68,43,61,35,45,43,45,55,67,72,84,59,30.02,21.32,19.71,28.95,Visual
2928,24,F,4th,3.31,Balanced,52,56,34,60,63,47,23,51,19,54,66,56,96,55,24.36,28.95,16.68,30.02,Kinesthetic
2929,19,M,4th,3.19,Left,65,82,45,62,74,55,72,70,49,68,75,55,57,50,25.14,24.72,24.57,25.56,Kinesthetic
2930,19,M,4th,2.93,Right,69,65,49,36,64,57,31,46,28,68,73,61,62,76,28.05,24.44,16.49,31.02,Kinesthetic
2931,22,M,2nd,3.25,Left,50,48,40,46,72,49,34,56,47,43,52,23,64,63,24.21,30.03,24.48,21.28,Aural
2932,19,F,2nd,2.45,Right,34,65,32,54,72,48,62,81,73,37,63,69,87,54,19.48,25.27,31.01,24.25,Read/Write
2933,23,F,1st,2.83,Balanced,55,75,62,56,58,43,42,68,40,44,77,55,72,66,28.27,22.97,22.49,26.27,Visual
2934,22,F,1st,3.53,Right,66,77,62,64,76,52,52,61,52,55,64,55,69,72,27.84,26.23,22.37,23.57,Visual
2935,22,F,2nd,2.63,Right,38,55,57,47,38,32,71,77,58,63,78,31,81,74,23.13,17.82,31.84,27.21,Read/Write
2936,22,F,1st,2.03,Right,62,67,51,63,58,52,36,66,40,57,77,56,87,61,26.13,24.84,21.18,27.85,Kinesthetic
2937,18,M,3rd,2.36,Right,70,71,44,53,64,73,49,56,57,64,68,42,67,73,26.17,26.51,22.66,24.67,Aural
2938,23,M,4th,2.53,Left,49,49,19,60,58,27,67,62,43,68,45,48,93,65,20.01,24.66,28.91,26.41,Read/Write
2939,19,M,2nd,2.85,Right,85,76,67,55,48,30,63,68,37,51,59,35,96,30,33.44,19.67,25.16,21.73,Visual
2940,21,M,4th,3.45,Left,48,67,50,63,71,56,55,72,40,88,76,54,50,50,22.43,25.58,22.87,29.13,Kinesthetic
2941,25,M,4th,3.71,Left,40,64,30,75,74,63,66,60,68,53,63,34,57,93,19.99,30.46,27.54,22.01,Aural
2942,25,M,4th,3.29,Left,30,47,28,25,54,31,66,70,53,58,44,39,74,74,19.57,20.76,34.43,25.24,Read/Write
2943,23,F,2nd,3.17,Balanced,56,58,40,59,71,34,52,52,22,45,65,53,84,57,25.16,27.24,20.8,26.8,Aural
2944,21,M,1st,2.92,Balanced,67,70,46,34,65,52,43,63,49,38,57,43,72,86,28.98,24.25,24.72,22.05,Visual
2945,20,F,1st,3.85,Balanced,53,50,29,53,57,29,47,50,53,53,46,20,85,66,24.47,26,27.43,22.11,Read/Write
2946,24,F,4th,3.73,Right,59,63,43,71,76,49,36,65,37,48,51,40,69,93,25.73,30.61,22.08,21.58,Visual
2947,22,F,3rd,2.37,Balanced,53,65,47,42,69,54,57,52,27,63,81,73,54,63,24.18,24.35,19.86,31.61,Kinesthetic
2948,23,F,1st,2.14,Right,75,70,59,39,72,51,49,51,43,70,75,42,89,61,28.95,23.68,20.37,26.99,Visual
2949,23,F,3rd,2.76,Left,84,77,49,64,63,43,61,70,56,47,61,58,52,71,28.62,23.2,25.55,22.63,Visual
2950,20,F,4th,3.03,Right,72,79,69,60,49,62,46,57,43,67,79,69,70,98,29.33,22.3,19.64,28.73,Visual
2951,25,M,3rd,3.63,Right,43,54,44,72,67,43,41,53,57,43,60,52,67,72,22.49,28.9,23.86,24.75,Aural
2952,22,M,1st,3.54,Balanced,74,53,53,61,75,60,42,51,59,61,75,50,98,72,24.75,27.67,21.16,26.42,Aural
2953,19,M,1st,2.63,Right,43,59,30,74,71,57,66,78,65,58,75,44,57,36,18.62,27.71,28.86,24.81,Read/Write
2954,20,F,4th,3.02,Right,42,44,55,73,78,51,37,65,36,49,52,28,74,49,22.57,33.06,23.15,21.22,Aural
2955,22,F,2nd,3.93,Left,63,64,63,53,50,44,51,56,50,76,69,44,83,43,27.71,21.46,23.03,27.8,Kinesthetic
2956,18,F,1st,2.21,Balanced,63,54,31,79,46,37,48,66,53,69,73,44,63,92,22.35,23.88,25.45,28.32,Kinesthetic
2957,19,M,4th,3.95,Left,58,70,69,58,43,48,65,67,60,74,64,30,75,54,27.98,20.75,27.22,24.05,Visual
